State/Region,State Code,Tax Name,Tax Code,Taxes Collected,Population,Region,,
Delaware,8,Hunting and Fishing License,T23,3249,,Southern Atlantic Region,,
Delaware,8,Motor Vehicle License,T24,57982,,Southern Atlantic Region,,
Delaware,8,Motor Vehicle Operators License,T25,6771,,Southern Atlantic Region,,
Delaware,8,Public Utilities License,T27,125,,Southern Atlantic Region,,
Delaware,8,"Occupation and Business License, NEC",T28,120843,,Southern Atlantic Region,,
Delaware,8,Other License Taxes,T29,6973,,Southern Atlantic Region,,
Delaware,8,Income Taxes,TA4,1427150,,Southern Atlantic Region,,
Delaware,8,Individual Income Taxes,T40,1180975,,Southern Atlantic Region,,
Delaware,8,Corporations Net Income Taxes,T41,246175,,Southern Atlantic Region,,
Delaware,8,Other Taxes,TA5,102182,,Southern Atlantic Region,,
Delaware,8,Death and Gift Taxes,T50,2156,,Southern Atlantic Region,,
Delaware,8,Documentarty and Stock Transfer Taxes,T51,98889,,Southern Atlantic Region,,
Delaware,8,Severance Taxes,T53,X,,Southern Atlantic Region,,
Delaware,8,"Taxes, NEC",T99,1137,,Southern Atlantic Region,,
Delaware,8,,,,Pop 957078,Southern Atlantic Region,,
,,,,,,,,
DC,9,Total Taxes,T00,7653053,,Southern Atlantic Region,,
DC,9,Property Taxes,T01,2536634,,Southern Atlantic Region,,
DC,9,Sales and Gross Receipts Taxes,TA1,1860804,,Southern Atlantic Region,,
DC,9,General Sales and Gross Receipts Taxes,T09,1418935,,Southern Atlantic Region,,
DC,9,Selective Sales and Gross Receipts Taxes,TA2,441869,,Southern Atlantic Region,,
DC,9,Alcoholic Beverages Sales Tax,T10,6641,,Southern Atlantic Region,,
DC,9,Amusements Sales Tax,T11,X,,Southern Atlantic Region,,
DC,9,Insurance Premiums Sales Tax,T12,110392,,Southern Atlantic Region,,
DC,9,Motor Fuels Sales Tax,T13,26098,,Southern Atlantic Region,,
DC,9,Pari-mutuels Sales Tax,T14,X,,Southern Atlantic Region,,
DC,9,Public Utilities Sales Tax,T15,187667,,Southern Atlantic Region,,
DC,9,Tobacco Products Sales Tax,T16,29530,,Southern Atlantic Region,,
DC,9,Other Selective Sales and Gross Receipts Taxes,T19,81541,,Southern Atlantic Region,,
DC,9,License Taxes,TA3,185529,,Southern Atlantic Region,,
DC,9,Alcoholic Beverages License,T20,5724,,Southern Atlantic Region,,
DC,9,Amusements License,T21,X,,Southern Atlantic Region,,
DC,9,Corporations in General License,T22,31107,,Southern Atlantic Region,,
DC,9,Hunting and Fishing License,T23,97,,Southern Atlantic Region,,
DC,9,Motor Vehicle License,T24,38935,,Southern Atlantic Region,,
DC,9,Motor Vehicle Operators License,T25,6207,,Southern Atlantic Region,,
DC,9,Public Utilities License,T27,X,,Southern Atlantic Region,,
DC,9,"Occupation and Business License, NEC",T28,57656,,Southern Atlantic Region,,
DC,9,Other License Taxes,T29,45803,,Southern Atlantic Region,,
DC,9,Income Taxes,TA4,2512522,,Southern Atlantic Region,,
DC,9,Individual Income Taxes,T40,1958277,,Southern Atlantic Region,,
DC,9,Corporations Net Income Taxes,T41,554245,,Southern Atlantic Region,,
DC,9,Other Taxes,TA5,557564,,Southern Atlantic Region,,
DC,9,Death and Gift Taxes,T50,41215,,Southern Atlantic Region,,
DC,9,Documentarty and Stock Transfer Taxes,T51,460901,,Southern Atlantic Region,,
DC,9,Severance Taxes,T53,X,,Southern Atlantic Region,,
DC,9,"Taxes, NEC",T99,55448,,Southern Atlantic Region,,
DC,9,,,,Pop 695691,Southern Atlantic Region,,
,,,,,,,,
Florida,10,Total>Taxes,T00,41333978,,Southern Atlantic Region,,
Florida,10,Property>Taxes,T01,X,,Southern Atlantic Region,,
Florida,10,Sales>and>Gross>Receipts>Taxes,TA1,34089929,,Southern Atlantic Region,,
Florida,10,General>Sales>and>Gross>Receipts>Taxes,T09,25346166,,Southern Atlantic Region,,
Florida,10,Selective>Sales>and>Gross>Receipts>Taxes,TA2,8743763,,Southern Atlantic Region,,
Florida,10,Alcoholic>Beverages>Sales>Tax,T10,323393,,Southern Atlantic Region,,
Florida,10,Amusements>Sales>Tax,T11,207144,,Southern Atlantic Region,,
Florida,10,Insurance>Premiums>Sales>Tax,T12,959339,,Southern Atlantic Region,,
Florida,10,Motor>Fuels>Sales>Tax,T13,2727802,,Southern Atlantic Region,,
Florida,10,Pari-mutuels>Sales>Tax,T14,7800,,Southern Atlantic Region,,
Florida,10,Public>Utilities>Sales>Tax,T15,1972968,,Southern Atlantic Region,,
Florida,10,Tobacco>Products>Sales>Tax,T16,1197666,,Southern Atlantic Region,,
Florida,10,Other>Selective>Sales>and>Gross>Receipts>Taxes,T19,1347651,,Southern Atlantic Region,,
Florida,10,License>Taxes,TA3,2027150,,Southern Atlantic Region,,
Florida,10,Alcoholic>Beverages>License,T20,7005,,Southern Atlantic Region,,
Florida,10,Amusements>License,T21,14000,,Southern Atlantic Region,,
Florida,10,Corporations>in>General>License,T22,238350,,Southern Atlantic Region,,
Florida,10,Hunting>and>Fishing>License,T23,15166,,Southern Atlantic Region,,
Florida,10,Motor>Vehicle>License,T24,1374140,,Southern Atlantic Region,,
Florida,10,Motor>Vehicle>Operators>License,T25,164813,,Southern Atlantic Region,,
Florida,10,Public>Utilities>License,T27,24526,,Southern Atlantic Region,,
Florida,10,"Occupation>and>Business>License,>NEC",T28,180240,,Southern Atlantic Region,,
Florida,10,Other License Taxes,T29,8910,,Southern Atlantic Region,,
Florida,10,Income Taxes,TA4,2383783,,Southern Atlantic Region,,
Florida,10,Individual Income Taxes,T40,X,,Southern Atlantic Region,,
Florida,10,Corporations Net Income Taxes,T41,2383783,,Southern Atlantic Region,,
Florida,10,Other Taxes,TA5,2833116,,Southern Atlantic Region,,
Florida,10,Death and Gift Taxes,T50,644,,Southern Atlantic Region,,
Florida,10,Documentarty and Stock Transfer Taxes,T51,2798324,,Southern Atlantic Region,,
Florida,10,Severance Taxes,T53,34148,,Southern Atlantic Region,,
Florida,10,"Taxes, NEC",T99,0,,Southern Atlantic Region,,
Florida,10,,,,Pop 20976812,Southern Atlantic Region,,
,,,,,,,,
Georgia,11,Total Taxes,T00,22592761,,Southern Atlantic Region,,
Georgia,11,Property Taxes,T01,989218,,Southern Atlantic Region,,
Georgia,11,Sales and Gross Receipts Taxes,TA1,8809190,,Southern Atlantic Region,,
Georgia,11,General Sales and Gross Receipts Taxes,T09,5729916,,Southern Atlantic Region,,
Georgia,11,Selective Sales and Gross Receipts Taxes,TA2,3079274,,Southern Atlantic Region,,
Georgia,11,Alcoholic Beverages Sales Tax,T10,193438,,Southern Atlantic Region,,
Georgia,11,Amusements Sales Tax,T11,X,,Southern Atlantic Region,,
Georgia,11,Insurance Premiums Sales Tax,T12,480154,,Southern Atlantic Region,,
Georgia,11,Motor Fuels Sales Tax,T13,1741092,,Southern Atlantic Region,,
Georgia,11,Pari-mutuels Sales Tax,T14,X,,Southern Atlantic Region,,
Georgia,11,Public Utilities Sales Tax,T15,X,,Southern Atlantic Region,,
Georgia,11,Tobacco Products Sales Tax,T16,220774,,Southern Atlantic Region,,
Georgia,11,Other Selective Sales and Gross Receipts Taxes,T19,443816,,Southern Atlantic Region,,
Georgia,11,License Taxes,TA3,672897,,Southern Atlantic Region,,
Georgia,11,Alcoholic Beverages License,T20,3975,,Southern Atlantic Region,,
Georgia,11,Amusements License,T21,X,,Southern Atlantic Region,,
Georgia,11,Corporations in General License,T22,56999,,Southern Atlantic Region,,
Georgia,11,Hunting and Fishing License,T23,27000,,Southern Atlantic Region,,
Georgia,11,Motor Vehicle License,T24,364255,,Southern Atlantic Region,,
Georgia,11,Motor Vehicle Operators License,T25,112419,,Southern Atlantic Region,,
Georgia,11,Public Utilities License,T27,X,,Southern Atlantic Region,,
Georgia,11,"Occupation and Business License, NEC",T28,81354,,Southern Atlantic Region,,
Georgia,11,Other License Taxes,T29,26895,,Southern Atlantic Region,,
Georgia,11,Income Taxes,TA4,11949591,,Southern Atlantic Region,,
Georgia,11,Individual Income Taxes,T40,10977693,,Southern Atlantic Region,,
Georgia,11,Corporations Net Income Taxes,T41,971898,,Southern Atlantic Region,,
Georgia,11,Other Taxes,TA5,171865,,Southern Atlantic Region,,
Georgia,11,Death and Gift Taxes,T50,0,,Southern Atlantic Region,,
Georgia,11,Documentarty and Stock Transfer Taxes,T51,1,,Southern Atlantic Region,,
Georgia,11,Severance Taxes,T53,X,,Southern Atlantic Region,,
Georgia,11,"Taxes, NEC",T99,171864,,Southern Atlantic Region,,
Georgia,11,,,,Pop 10413055,Southern Atlantic Region,,
,,,,,,,,
Maryland,21,Total Taxes,T00,21599795,,Southern Atlantic Region,,
Maryland,21,Property Taxes,T01,777064,,Southern Atlantic Region,,
Maryland,21,Sales and Gross Receipts Taxes,TA1,9242760,,Southern Atlantic Region,,
Maryland,21,General Sales and Gross Receipts Taxes,T09,4609538,,Southern Atlantic Region,,
Maryland,21,Selective Sales and Gross Receipts Taxes,TA2,4633222,,Southern Atlantic Region,,
Maryland,21,Alcoholic Beverages Sales Tax,T10,32151,,Southern Atlantic Region,,
Maryland,21,Amusements Sales Tax,T11,847455,,Southern Atlantic Region,,
Maryland,21,Insurance Premiums Sales Tax,T12,516533,,Southern Atlantic Region,,
Maryland,21,Motor Fuels Sales Tax,T13,1078313,,Southern Atlantic Region,,
Maryland,21,Pari-mutuels Sales Tax,T14,1182,,Southern Atlantic Region,,
Maryland,21,Public Utilities Sales Tax,T15,138251,,Southern Atlantic Region,,
Maryland,21,Tobacco Products Sales Tax,T16,386965,,Southern Atlantic Region,,
Maryland,21,Other Selective Sales and Gross Receipts Taxes,T19,1632372,,Southern Atlantic Region,,
Maryland,21,License Taxes,TA3,866391,,Southern Atlantic Region,,
Maryland,21,Alcoholic Beverages License,T20,1486,,Southern Atlantic Region,,
Maryland,21,Amusements License,T21,2780,,Southern Atlantic Region,,
Maryland,21,Corporations in General License,T22,109767,,Southern Atlantic Region,,
Maryland,21,Hunting and Fishing License,T23,18043,,Southern Atlantic Region,,
Maryland,21,Motor Vehicle License,T24,501360,,Southern Atlantic Region,,
Maryland,21,Motor Vehicle Operators License,T25,37616,,Southern Atlantic Region,,
Maryland,21,Public Utilities License,T27,X,,Southern Atlantic Region,,
Maryland,21,"Occupation and Business License, NEC",T28,193485,,Southern Atlantic Region,,
Maryland,21,Other License Taxes,T29,1854,,Southern Atlantic Region,,
Maryland,21,Income Taxes,TA4,10068643,,Southern Atlantic Region,,
Maryland,21,Individual Income Taxes,T40,9066709,,Southern Atlantic Region,,
Maryland,21,Corporations Net Income Taxes,T41,1001934,,Southern Atlantic Region,,
Maryland,21,Other Taxes,TA5,644937,,Southern Atlantic Region,,
Maryland,21,Death and Gift Taxes,T50,227940,,Southern Atlantic Region,,
Maryland,21,Documentarty and Stock Transfer Taxes,T51,214581,,Southern Atlantic Region,,
Maryland,21,Severance Taxes,T53,X,,Southern Atlantic Region,,
Maryland,21,"Taxes, NEC",T99,202416,,Southern Atlantic Region,,
Maryland,21,,,,Pop 6024891,Southern Atlantic Region,,
,,,,,,,,
North Carolina,34,Total&Taxes,T00,26864282,,Southern Atlantic Region,,
North Carolina,34,Property&Taxes,T01,X,,Southern Atlantic Region,,
North Carolina,34,Sales&and&Gross&Receipts&Taxes,TA1,11698702,,Southern Atlantic Region,,
North Carolina,34,General&Sales&and&Gross&Receipts&Taxes,T09,7656898,,Southern Atlantic Region,,
North Carolina,34,Selective&Sales&and&Gross&Receipts&Taxes,TA2,4041804,,Southern Atlantic Region,,
North Carolina,34,Alcoholic&Beverages&Sales&Tax,T10,394838,,Southern Atlantic Region,,
North Carolina,34,Amusements&Sales&Tax,T11,7,,Southern Atlantic Region,,
North Carolina,34,Insurance&Premiums&Sales&Tax,T12,517095,,Southern Atlantic Region,,
North Carolina,34,Motor&Fuels&Sales&Tax,T13,1922400,,Southern Atlantic Region,,
North Carolina,34,Pari-mutuels&Sales&Tax,T14,X,,Southern Atlantic Region,,
North Carolina,34,Public&Utilities&Sales&Tax,T15,259,,Southern Atlantic Region,,
North Carolina,34,Tobacco&Products&Sales&Tax,T16,292138,,Southern Atlantic Region,,
North Carolina,34,Other&Selective&Sales&and&Gross&Receipts&Taxes,T19,915067,,Southern Atlantic Region,,
North Carolina,34,License&Taxes,TA3,2244880,,Southern Atlantic Region,,
North Carolina,34,Alcoholic&Beverages&License,T20,26601,,Southern Atlantic Region,,
North Carolina,34,Amusements&License,T21,197,,Southern Atlantic Region,,
North Carolina,34,Corporations&in&General&License,T22,826889,,Southern Atlantic Region,,
North Carolina,34,Hunting&and&Fishing&License,T23,33438,,Southern Atlantic Region,,
North Carolina,34,Motor&Vehicle&License,T24,831878,,Southern Atlantic Region,,
North Carolina,34,Motor&Vehicle&Operators&License,T25,129086,,Southern Atlantic Region,,
North Carolina,34,Public&Utilities&License,T27,19182,,Southern Atlantic Region,,
North Carolina,34,"Occupation&and&Business&License,&NEC",T28,341649,,Southern Atlantic Region,,
North Carolina,34,Other&License&Taxes,T29,35960,,Southern Atlantic Region,,
North Carolina,34,Income&Taxes,TA4,12843373,,Southern Atlantic Region,,
North Carolina,34,Individual&Income&Taxes,T40,12086332,,Southern Atlantic Region,,
North Carolina,34,Corporations&Net&Income&Taxes,T41,757041,,Southern Atlantic Region,,
North Carolina,34,Other&Taxes,TA5,77327,,Southern Atlantic Region,,
North Carolina,34,Death&and&Gift&Taxes,T50,713,,Southern Atlantic Region,,
North Carolina,34,Documentarty&and&Stock&Transfer&Taxes,T51,74722,,Southern Atlantic Region,,
North Carolina,34,Severance&Taxes,T53,1892,,Southern Atlantic Region,,
North Carolina,34,"Taxes,&NEC",T99,0,,Southern Atlantic Region,,
North Carolina,34,,,,Pop 10270800,Southern Atlantic Region,,
,,,,,,,,
South Carolina,41,Total Taxes,T00,9828825,,Southern Atlantic Region,,
South Carolina,41,Property Taxes,T01,37518,,Southern Atlantic Region,,
South Carolina,41,Sales and Gross Receipts Taxes,TA1,4637349,,Southern Atlantic Region,,
South Carolina,41,General Sales and Gross Receipts Taxes,T09,3285007,,Southern Atlantic Region,,
South Carolina,41,Selective Sales and Gross Receipts Taxes,TA2,1352342,,Southern Atlantic Region,,
South Carolina,41,Alcoholic Beverages Sales Tax,T10,177317,,Southern Atlantic Region,,
South Carolina,41,Amusements Sales Tax,T11,38814,,Southern Atlantic Region,,
South Carolina,41,Insurance Premiums Sales Tax,T12,228259,,Southern Atlantic Region,,
South Carolina,41,Motor Fuels Sales Tax,T13,583476,,Southern Atlantic Region,,
South Carolina,41,Pari-mutuels Sales Tax,T14,X,,Southern Atlantic Region,,
South Carolina,41,Public Utilities Sales Tax,T15,28278,,Southern Atlantic Region,,
South Carolina,41,Tobacco Products Sales Tax,T16,26383,,Southern Atlantic Region,,
South Carolina,41,Other Selective Sales and Gross Receipts Taxes,T19,269815,,Southern Atlantic Region,,
South Carolina,41,License Taxes,TA3,518886,,Southern Atlantic Region,,
South Carolina,41,Alcoholic Beverages License,T20,13601,,Southern Atlantic Region,,
South Carolina,41,Amusements License,T21,6918,,Southern Atlantic Region,,
South Carolina,41,Corporations in General License,T22,68181,,Southern Atlantic Region,,
South Carolina,41,Hunting and Fishing License,T23,17907,,Southern Atlantic Region,,
South Carolina,41,Motor Vehicle License,T24,229898,,Southern Atlantic Region,,
South Carolina,41,Motor Vehicle Operators License,T25,6770,,Southern Atlantic Region,,
South Carolina,41,Public Utilities License,T27,10268,,Southern Atlantic Region,,
South Carolina,41,"Occupation and Business License, NEC",T28,146152,,Southern Atlantic Region,,
South Carolina,41,Other License Taxes,T29,19191,,Southern Atlantic Region,,
South Carolina,41,Income Taxes,TA4,4517931,,Southern Atlantic Region,,
South Carolina,41,Individual Income Taxes,T40,4142276,,Southern Atlantic Region,,
South Carolina,41,Corporations Net Income Taxes,T41,375655,,Southern Atlantic Region,,
South Carolina,41,Other Taxes,TA5,117141,,Southern Atlantic Region,,
South Carolina,41,Death and Gift Taxes,T50,X,,Southern Atlantic Region,,
South Carolina,41,Documentarty and Stock Transfer Taxes,T51,117141,,Southern Atlantic Region,,
South Carolina,41,Severance Taxes,T53,X,,Southern Atlantic Region,,
South Carolina,41,"Taxes, NEC",T99,0,,Southern Atlantic Region,,
South Carolina,41,,,,Pop 5021219,Southern Atlantic Region,,
,,,,,,,,
Virginia,47,Total Taxes,T00,22202326,,Southern Atlantic Region,,
Virginia,47,Property Taxes,T01,31232,,Southern Atlantic Region,,
Virginia,47,Sales and Gross Receipts Taxes,TA1,6916097,,Southern Atlantic Region,,
Virginia,47,General Sales and Gross Receipts Taxes,T09,3970133,,Southern Atlantic Region,,
Virginia,47,Selective Sales and Gross Receipts Taxes,TA2,2945964,,Southern Atlantic Region,,
Virginia,47,Alcoholic Beverages Sales Tax,T10,224426,,Southern Atlantic Region,,
Virginia,47,Amusements Sales Tax,T11,84,,Southern Atlantic Region,,
Virginia,47,Insurance Premiums Sales Tax,T12,479192,,Southern Atlantic Region,,
Virginia,47,Motor Fuels Sales Tax,T13,997561,,Southern Atlantic Region,,
Virginia,47,Pari-mutuels Sales Tax,T14,X,,Southern Atlantic Region,,
Virginia,47,Public Utilities Sales Tax,T15,118088,,Southern Atlantic Region,,
Virginia,47,Tobacco Products Sales Tax,T16,171198,,Southern Atlantic Region,,
Virginia,47,Other Selective Sales and Gross Receipts Taxes,T19,955415,,Southern Atlantic Region,,
Virginia,47,License Taxes,TA3,856649,,Southern Atlantic Region,,
Virginia,47,Alcoholic Beverages License,T20,14115,,Southern Atlantic Region,,
Virginia,47,Amusements License,T21,104,,Southern Atlantic Region,,
Virginia,47,Corporations in General License,T22,62961,,Southern Atlantic Region,,
Virginia,47,Hunting and Fishing License,T23,28762,,Southern Atlantic Region,,
Virginia,47,Motor Vehicle License,T24,481146,,Southern Atlantic Region,,
Virginia,47,Motor Vehicle Operators License,T25,41186,,Southern Atlantic Region,,
Virginia,47,Public Utilities License,T27,X,,Southern Atlantic Region,,
Virginia,47,"Occupation and Business License, NEC",T28,223721,,Southern Atlantic Region,,
Virginia,47,Other License Taxes,T29,4654,,Southern Atlantic Region,,
Virginia,47,Income Taxes,TA4,13879848,,Southern Atlantic Region,,
Virginia,47,Individual Income Taxes,T40,13052887,,Southern Atlantic Region,,
Virginia,47,Corporations Net Income Taxes,T41,826961,,Southern Atlantic Region,,
Virginia,47,Other Taxes,TA5,518500,,Southern Atlantic Region,,
Virginia,47,Death and Gift Taxes,T50,8202,,Southern Atlantic Region,,
Virginia,47,Documentarty and Stock Transfer Taxes,T51,385278,,Southern Atlantic Region,,
Virginia,47,Severance Taxes,T53,2583,,Southern Atlantic Region,,
Virginia,47,"Taxes, NEC",T99,122437,,Southern Atlantic Region,,
Virginia,47,,,,Pop 8465207,Southern Atlantic Region,,
,,,,,,,,
West Virginia,49,Total Taxes,T00,5092879,,Southern Atlantic Region,,
West Virginia,49,Property Taxes,T01,7248,,Southern Atlantic Region,,
West Virginia,49,Sales and Gross Receipts Taxes,TA1,2672887,,Southern Atlantic Region,,
West Virginia,49,General Sales and Gross Receipts Taxes,T09,1334168,,Southern Atlantic Region,,
West Virginia,49,Selective Sales and Gross Receipts Taxes,TA2,1338719,,Southern Atlantic Region,,
West Virginia,49,Alcoholic Beverages Sales Tax,T10,17782,,Southern Atlantic Region,,
West Virginia,49,Amusements Sales Tax,T11,38958,,Southern Atlantic Region,,
West Virginia,49,Insurance Premiums Sales Tax,T12,120163,,Southern Atlantic Region,,
West Virginia,49,Motor Fuels Sales Tax,T13,383874,,Southern Atlantic Region,,
West Virginia,49,Pari-mutuels Sales Tax,T14,2611,,Southern Atlantic Region,,
West Virginia,49,Public Utilities Sales Tax,T15,107719,,Southern Atlantic Region,,
West Virginia,49,Tobacco Products Sales Tax,T16,194647,,Southern Atlantic Region,,
West Virginia,49,Other Selective Sales and Gross Receipts Taxes,T19,472965,,Southern Atlantic Region,,
West Virginia,49,License Taxes,TA3,149555,,Southern Atlantic Region,,
West Virginia,49,Alcoholic Beverages License,T20,1038,,Southern Atlantic Region,,
West Virginia,49,Amusements License,T21,3432,,Southern Atlantic Region,,
West Virginia,49,Corporations in General License,T22,632,,Southern Atlantic Region,,
West Virginia,49,Hunting and Fishing License,T23,12295,,Southern Atlantic Region,,
West Virginia,49,Motor Vehicle License,T24,4329,,Southern Atlantic Region,,
West Virginia,49,Motor Vehicle Operators License,T25,114005,,Southern Atlantic Region,,
West Virginia,49,Public Utilities License,T27,406,,Southern Atlantic Region,,
West Virginia,49,"Occupation and Business License, NEC",T28,9761,,Southern Atlantic Region,,
West Virginia,49,Other License Taxes,T29,3657,,Southern Atlantic Region,,
West Virginia,49,Income Taxes,TA4,1930171,,Southern Atlantic Region,,
West Virginia,49,Individual Income Taxes,T40,1813866,,Southern Atlantic Region,,
West Virginia,49,Corporations Net Income Taxes,T41,116305,,Southern Atlantic Region,,
West Virginia,49,Other Taxes,TA5,333018,,Southern Atlantic Region,,
West Virginia,49,Death and Gift Taxes,T50,X,,Southern Atlantic Region,,
West Virginia,49,Documentarty and Stock Transfer Taxes,T51,11987,,Southern Atlantic Region,,
West Virginia,49,Severance Taxes,T53,321031,,Southern Atlantic Region,,
West Virginia,49,"Taxes, NEC",T99,0,,Southern Atlantic Region,,
West Virginia,49,,,,Pop 1817048,Southern Atlantic Region,,
,,,,,,,,
Western South Region,,,,,,,,
,,,,,,,,
Arkansas,4,Total Taxes,T00,9516281,,Western South Region,,
Arkansas,4,Property Taxes,T01,1137886,,Western South Region,,
Arkansas,4,Sales and Gross Receipts Taxes,TA1,4701868,,Western South Region,,
Arkansas,4,General Sales and Gross Receipts Taxes,T09,3384394,,Western South Region,,
Arkansas,4,Selective Sales and Gross Receipts Taxes,TA2,1317474,,Western South Region,,
Arkansas,4,Alcoholic Beverages Sales Tax,T10,55831,,Western South Region,,
Arkansas,4,Amusements Sales Tax,T11,60380,,Western South Region,,
Arkansas,4,Insurance Premiums Sales Tax,T12,213212,,Western South Region,,
Arkansas,4,Motor Fuels Sales Tax,T13,487517,,Western South Region,,
Arkansas,4,Pari-mutuels Sales Tax,T14,2497,,Western South Region,,
Arkansas,4,Public Utilities Sales Tax,T15,X,,Western South Region,,
Arkansas,4,Tobacco Products Sales Tax,T16,228540,,Western South Region,,
Arkansas,4,Other Selective Sales and Gross Receipts Taxes,T19,269497,,Western South Region,,
Arkansas,4,License Taxes,TA3,384559,,Western South Region,,
Arkansas,4,Alcoholic Beverages License,T20,4787,,Western South Region,,
Arkansas,4,Amusements License,T21,462,,Western South Region,,
Arkansas,4,Corporations in General License,T22,28106,,Western South Region,,
Arkansas,4,Hunting and Fishing License,T23,26912,,Western South Region,,
Arkansas,4,Motor Vehicle License,T24,158446,,Western South Region,,
Arkansas,4,Motor Vehicle Operators License,T25,25521,,Western South Region,,
Arkansas,4,Public Utilities License,T27,9157,,Western South Region,,
Arkansas,4,"Occupation and Business License, NEC",T28,129289,,Western South Region,,
Arkansas,4,Other License Taxes,T29,1879,,Western South Region,,
Arkansas,4,Income Taxes,TA4,3164756,,Western South Region,,
Arkansas,4,Individual Income Taxes,T40,2767767,,Western South Region,,
Arkansas,4,Corporations Net Income Taxes,T41,396989,,Western South Region,,
Arkansas,4,Other Taxes,TA5,127212,,Western South Region,,
Arkansas,4,Death and Gift Taxes,T50,198,,Western South Region,,
Arkansas,4,Documentarty and Stock Transfer Taxes,T51,43255,,Western South Region,,
Arkansas,4,Severance Taxes,T53,55815,,Western South Region,,
Arkansas,4,"Taxes, NEC",T99,27944,,Western South Region,,
Arkansas,4,,,,Pop 3002997,Western South Region,,
,,,,,,,,
Louisiana,19,Total Taxes,T00,10861190,,Western South Region,,
Louisiana,19,Property Taxes,T01,70366,,Western South Region,,
Louisiana,19,Sales and Gross Receipts Taxes,TA1,6770967,,Western South Region,,
Louisiana,19,General Sales and Gross Receipts Taxes,T09,4215378,,Western South Region,,
Louisiana,19,Selective Sales and Gross Receipts Taxes,TA2,2555589,,Western South Region,,
Louisiana,19,Alcoholic Beverages Sales Tax,T10,77107,,Western South Region,,
Louisiana,19,Amusements Sales Tax,T11,698306,,Western South Region,,
Louisiana,19,Insurance Premiums Sales Tax,T12,813975,,Western South Region,,
Louisiana,19,Motor Fuels Sales Tax,T13,634883,,Western South Region,,
Louisiana,19,Pari-mutuels Sales Tax,T14,4659,,Western South Region,,
Louisiana,19,Public Utilities Sales Tax,T15,9110,,Western South Region,,
Louisiana,19,Tobacco Products Sales Tax,T16,174001,,Western South Region,,
Louisiana,19,Other Selective Sales and Gross Receipts Taxes,T19,143548,,Western South Region,,
Louisiana,19,License Taxes,TA3,368318,,Western South Region,,
Louisiana,19,Alcoholic Beverages License,T20,X,,Western South Region,,
Louisiana,19,Amusements License,T21,X,,Western South Region,,
Louisiana,19,Corporations in General License,T22,125998,,Western South Region,,
Louisiana,19,Hunting and Fishing License,T23,30684,,Western South Region,,
Louisiana,19,Motor Vehicle License,T24,83002,,Western South Region,,
Louisiana,19,Motor Vehicle Operators License,T25,13987,,Western South Region,,
Louisiana,19,Public Utilities License,T27,6182,,Western South Region,,
Louisiana,19,"Occupation and Business License, NEC",T28,104207,,Western South Region,,
Louisiana,19,Other License Taxes,T29,4258,,Western South Region,,
Louisiana,19,Income Taxes,TA4,3241260,,Western South Region,,
Louisiana,19,Individual Income Taxes,T40,2949939,,Western South Region,,
Louisiana,19,Corporations Net Income Taxes,T41,291321,,Western South Region,,
Louisiana,19,Other Taxes,TA5,410279,,Western South Region,,
Louisiana,19,Death and Gift Taxes,T50,X,,Western South Region,,
Louisiana,19,Documentarty and Stock Transfer Taxes,T51,X,,Western South Region,,
Louisiana,19,Severance Taxes,T53,410279,,Western South Region,,
Louisiana,19,"Taxes, NEC",T99,0,,Western South Region,,
Louisiana,19,,,,Pop 4670818,Western South Region,,
,,,,,,,,
Oklahoma,37,Total Taxes,T00,8523006,,Western South Region,,
Oklahoma,37,Property Taxes,T01,X,,Western South Region,,
Oklahoma,37,Sales and Gross Receipts Taxes,TA1,3764895,,Western South Region,,
Oklahoma,37,General Sales and Gross Receipts Taxes,T09,2465383,,Western South Region,,
Oklahoma,37,Selective Sales and Gross Receipts Taxes,TA2,1299512,,Western South Region,,
Oklahoma,37,Alcoholic Beverages Sales Tax,T10,118260,,Western South Region,,
Oklahoma,37,Amusements Sales Tax,T11,20807,,Western South Region,,
Oklahoma,37,Insurance Premiums Sales Tax,T12,304448,,Western South Region,,
Oklahoma,37,Motor Fuels Sales Tax,T13,473960,,Western South Region,,
Oklahoma,37,Pari-mutuels Sales Tax,T14,1064,,Western South Region,,
Oklahoma,37,Public Utilities Sales Tax,T15,42267,,Western South Region,,
Oklahoma,37,Tobacco Products Sales Tax,T16,320200,,Western South Region,,
Oklahoma,37,Other Selective Sales and Gross Receipts Taxes,T19,18506,,Western South Region,,
Oklahoma,37,License Taxes,TA3,1015962,,Western South Region,,
Oklahoma,37,Alcoholic Beverages License,T20,1360,,Western South Region,,
Oklahoma,37,Amusements License,T21,158766,,Western South Region,,
Oklahoma,37,Corporations in General License,T22,52963,,Western South Region,,
Oklahoma,37,Hunting and Fishing License,T23,20344,,Western South Region,,
Oklahoma,37,Motor Vehicle License,T24,753639,,Western South Region,,
Oklahoma,37,Motor Vehicle Operators License,T25,27304,,Western South Region,,
Oklahoma,37,Public Utilities License,T27,4,,Western South Region,,
Oklahoma,37,"Occupation and Business License, NEC",T28,856,,Western South Region,,
Oklahoma,37,Other License Taxes,T29,726,,Western South Region,,
Oklahoma,37,Income Taxes,TA4,3280496,,Western South Region,,
Oklahoma,37,Individual Income Taxes,T40,3122602,,Western South Region,,
Oklahoma,37,Corporations Net Income Taxes,T41,157894,,Western South Region,,
Oklahoma,37,Other Taxes,TA5,461653,,Western South Region,,
